1,478,506,2577,541,,,,,Major ...,Lieut.-Col.,G. S. T. Pragnell
1,1741,600,2579,631,,,,,The Rev.,The Rev.,Ambrose Madden
1,1723,654,2524,689,,,,,Major ...,Major ...,I. L. Crawford
1,1723,709,2512,744,,,,,Major ...,Major ...,C. K. L. Pyman
1,1721,786,2538,822,,,,,Capt. ...,Lieut.-Col.,Robert Murdie
1,1720,839,2532,875,,,,,Capt. ...,Major ...,K. A. Mahaffey
1,1721,894,2595,929,,,,,Capt. ...,Capt. ...,J. F. P. Nash .
1,1720,972,2597,1007,,,,,Capt. ...,Capt. ...,Stanley Anderson
1,1720,1024,2482,1061,,,,,Capt. ...,Capt. ...,E.C.Jackson
1,314,1182,2422,1218,,RANK AT DATE PRESENT DAY,,,Capt. ...,Capt. ...,A. C. Ross
1,163,1218,2443,1243,NO. OF AWARD.,,RANK.,,,,(Died of Wounds)
1,318,1249,2516,1289,,Lieut.-Col.,Brig.-Gen.,Hugh Marshal,Lieut. ...,Capt. ...,R. G. Foulkes
1,318,1303,2436,1343,,Brig.-Gen.,Brig.-Gen.,E. Hilliam.,Lieut. ...,Capt. ...,W. Willis
1,318,1359,1040,1390,,Lieut.-Col.,Lieut.-Col.,L. F. Page
1,319,1413,1108,1444,,Lieut.-Col.,Lieut.-Col.,L. P. O. Tudor
1,1721,1457,2487,1493,,,,,Capt. ...,Capt. ...,M. J. Graham
1,319,1466,1120,1504,,Major ...,Major ...,I. L. Crawford
1,1721,1511,2502,1547,,,,,Capt. ...,Capt. ...,J. E. Purslow
1,320,1519,1102,1554,,Major ...,Major ...,C. K. L. Pyman
1,1722,1565,2475,1602,,,,,Capt. ...,Capt. ...,A. S. Porter
1,1723,1619,2509,1655,,,,,Capt. ...,Capt. . .,Basil George
1,320,1672,2557,1713,,Major ... Brig.-Gen. Hugh Marshal Dyer,,,Capt. ...,Capt. ...,J. S. McGlashan
1,322,1727,2491,1767,,Major ... Brig.-Gen. Edward Hilliam,,,Capt. ...,Capt. ...,D. A. Bissett
1,321,1780,2622,1821,,Major ... Lieut.-Co!. L. F. Page,,,Capt. ...,Capt. ...,A. A. E. Batchelor
1,324,1835,2471,1871,,Lieut.-Col. Lieut.-Col. L. P. O. Tudor,,,Capt. .. :,Capt. ...,R. Lingford
1,323,1889,2473,1925,,Lieut.-Col. Lieut.-Col. H. W. Harbord,,,Capt. ...,Capt. ...,S. G. Carson
2,368,178,2605,215,Lieut. ...,Major ...,J. G. Anderson,13281,C.S.M. .,. Lieut.,R. W. Sheffield
2,1618,232,2604,269,,,,13200,Sergt. .,. Capt.,J. S. McGlashan
2,368,257,1187,294,Capt. ...,Major ...,K. A. Mahaffey
2,1621,285,2503,323,,,,12877,Pte. .,. Sergt.,J. M. McKie
2,371,310,1239,349,Lieut. ...,Major ...,K. L. T. Campbell
2,917,339,2475,376,,,(Killed in Action),13394,Sergt. .,. Sergt.,John Moir
2,372,390,2544,429,Hon. Capt.,Hon. Major,Ambrose Madden,12736,Cpl. .,. Lieut.,E. G. McFeat
2,1621,447,2545,484,,,,12605,Pte. .,. Cpl.,E. H. Hester
2,370,485,1204,523,Capt. ...,Capt. ...,William Brown
2,1590,500,2562,537,,,,A40275,L.-Cpl. .,. Sergt.,R. A. Edmunds
2,373,539,1182,574,Lieut. ...,Capt. ...,A. H. R. McKay
2,1016,567,2660,604,,,,886050,Sergt. .,. Sergt.,M. D. H. McKenzie
2,372,618,2589,653,Lieut. ...,Capt. ...,M. McGregor,907091,Pte. .,. Pte.,W. R. Howland
2,372,671,2499,707,Lieut. ...,Capt. ..,H. D. Hedley,267128,Pte. .,. Pte.,A. Hoadley
2,372,724,2646,766,Lieut. ...,Capt. ...,E. H. Latter,A24174,Pte. .,. Lieut.,J. F. A. H. Lindsay
2,373,777,2496,813,Lieut. ...,Capt. ...,W. C. McDonnell,A40675,Pte. .,. Pte.,R. A. Coles
2,373,832,2525,873,Lieut. ...,Capt. ...,W. Willis,21855,Pte.,. Pte.,R. W. Joslyn
2,374,886,1157,921,Lieut. ...,Capt. ...,G. E. Hocking
2,1622,903,2547,934,,,,13722,Pte. .,. Lieut.,N. M. Cowell
2,373,939,1156,974,Lieut. ...,Capt. ...,R. G. Foulkes
2,1622,956,2557,987,,,,13022,Pte. .,. Pte.,T. M. Maguire
2,374,992,1152,1023,Lieut. ...,Lieut. ...,G. B. Roberts
2,1622,1011,2457,1046,,,,13204,A.-Cpl. .,. A.-Cpl.,G. White
2,375,1045,1248,1076,Lieut. ...,Lieut. ...,W. W. McClellan
2,1590,1063,2585,1094,,,,A24081,Pte. .,. Pte.,A. H. V. Wythe
2,374,1099,1112,1134,Lieut. ...,Lieut. ...,W. E.James
2,1622,1117,2460,1154,,,,13762,Pte. .,. Pte.,J. McIvor
2,376,1152,1141,1183,Lieut.' ...,Lieut. ...,W. R. Welch
2,1621,1171,2471,1201,,,,13760,Pte. .,. Pte.,N. McIvor
2,377,1206,1071,1242,Lieut. ...,Capt. ...,A. C. Ross
2,1622,1225,2534,1261,,,,13649,Sergt. .,. Sergt.,L. B. Hughes
2,375,1279,2493,1321,Lieut. ...,Lieut. ...,J. E. H. Laidlaw,907929,Pte. .,. Cp!.-A-S,A. B. Angus
2,377,1340,2526,1381,Lieut. ...,Lieut. ...,G. F. Adams,424365,Pte. .,. A.-L.-Cp,F. J. Tingley
2,377,1393,1176,1423,Lieut. ...,Lieut. ...,T. W. Cogland
2,1603,1424,2541,1460,,,,147564,Sergt. .,. Sergt.,D. Madowei.l
2,377,1446,1158,1478,Lieut. ...,Lieut. ...,T. B. Chapman
2,1625,1478,2536,1514,,,,13369,Sergt. .,. Sergt.,A. McDonald
2,379,1501,1069,1531,Lieut. ...,Lieut. ...,D. Gibson
2,873,1532,2554,1568,,,(Killed in Action),440702,Cpl. .,. Sergt.,Joseph Fisher
2,377,1580,1135,1610,Lieut. ...,Lieut. ...,T. F. Carter
2,1747,1611,2525,1642,,,,,2nd BAR,TO MIL,ARY MEDAL.
2,379,1634,1099,1668,Lieut. ..,Lieut. ...,M. J. Dobie
2,1625,1672,2537,1709,,,,13609,A C.S.M.,A C.S.M,J. H. Bowyer
2,379,1791,1128,1824,R.S.M. ...,R.S.M. ...,A. G. Mackie
2,1625,1819,2536,1855,,,,13609,Sergt. .,.. A C.S.M...,J. H. Bowyer
2,377,1846,1051,1876,A.-R.S.M.,A.-R.S.M.,R. Blair
2,1594,1873,2463,1904,,,,A24140,C.S.M. .,.. Lieut. ...,D. Gibson
2,377,1896,2403,1936,C.S.M. ...,Lieut. ...,M. J. Dobie,,,,(Killed!
4,223,1063,2579,1098,147787,Pte.,Pte.,R. Halliday,A40778,Sergt. ...,A-C.S.M...,H. G. Phillips
4,219,1117,2569,1153,424149,Sergt.,Sergt.,P. Howarth,A24244,Sergt. ...,Sergt.,W. C. Waters
4,245,1170,2550,1207,13478,L.-Cpl. ..,Sergt.,H. Hing,1051523,Pte.,Pte.,W. J. Clarke
4,245,1224,2566,1261,13233,Sergt.,Sergt.,W. Graham,198176,Pte.,Ptel,W. N. Brooks
4,220,1278,2438,1316,436352,Sergt. ...,Lieut.,T. B. Chapman,440475,Pte.,Pte.,A. Duff
4,221,1331,2662,1366,886410,Pte.,Pte.,C. G. Bryden,925676,Pte.,Pte.,C. A. Hallonquist
4,221,1385,2618,1420,907619,Pte.,Pte.,B. XV. Briggs,440017,Cpl.,Cpl.,XV. O. Hamilton
4,247,1438,2593,1474,13078,Pte.,Lieut.,W. A. Baker,258112,Pte.,A. L.-Cpl.,W. J. McAlvey
4,243,1491,2559,1531,81842,Sergt. ..,Lieut.,A. Squair,907308,Pte.,A.-L.-Cpl.,P. L. Graham
4,225,1546,2634,1585,198769,Cpl.,Sergt.,XV. Mitchell,13692,Pte.,Pte.,L. R. Whitelock
4,223,1599,2661,1633,255473,Pte.,Pte.,C. R. Wood,1051581,Pte.,Pte.,E. W. Martindale
4,203,1654,2453,1690,1018393,Pte.,Pte.,H.Sangry,13268,L.-Cpl. ...,A.-Cpl. ...,J. Inglis
4,226,1708,2565,1744,198283,Pte.,Pte.,. F. Moore,463869,Pte.,A.-L.-Cpl.,E. Entwistle
4,203,1762,2517,1800,1051134,Pte.,L.-Cpl. ..,J. Allenby,105866,Pte.,Pte.,H. S. Allen
4,222,1816,2521,1855,907305,Sergt.,Sergt.,P. S. Clark,907289,L.-Sergt....,L.-Sergt....,W. J. Pratt
5,192,46,2615,84,925512,Pte.,Pte.,S. Mann,81965.,Cpl.,Sergt.,J. M. Williamson
5,191,101,2500,139,440221,Pte.,Pte.,H. Gibson,A24065,L.-Cpl. ...,Sergt. ...,A. McGuire
5,174,154,2500,191,1051505,Pte.,Pte.,J. Grant,199279,Pte.,Pte.,D. Labelle
5,212,207,2555,247,21633,Pte.,Pte.,H. Murphy,198743,L.-Cpl. ...,Sergt.,E. W. Hymers
5,191,261,2602,300,874249,Pte.,Pte.,L. C. E. Madgwick,13021,Sergt.,Lieut.,L. W. G. Meikle
5,190,315,2604,352,907970,Cpl.,A.-Sergt. ..,F. G. Blow,-1018690,Pte.,Pte.,N. G. Sanderson
5,190,369,2581,408,908181,Pte.,Pte.,H. H. McCallum,A24137,Sergt ....,Sergt.,C. G. Fletcher
5,174,423,1084,455,1051482,Pte.,Pte.,P. Croteau
5,1622,450,2593,486,,,,,81399,Sergt.,Sergt.,C. R. Holmberg
5,174,477,2435,509,1069322,Pte.,Pte.,M. M. Smith,,,,(Killed)
5,214,528,2429,568,21654,Pte.,L.-Cpl. ..,H. Rainbird,A24221,Pte.,Pte.,F. Swan
5,196,584,1078,616,195885,Pte.,Pte.,H. C. Bull
5,1602,607,2639,643,,,,,441014,Cpl.,Sergt.,A. J. Bossenberry
5,192,638,1103,670,424867,Pte.,Pte.,W. Kolesar
5,1602,661,2518,697,,,,,886562,Cpl.,Cpl.,R. T. Moore
5,192,691,1153,723,907184,Pte.,Pte.,R. Tweeddale
5,1604,715,2588,745,,,,,267225,Pte.,Pte.,W. E. Sheppard
5,191,745,1085,777,907359,Pte.,Pte.,M. McLeay
5,1603,768,2461,804,,,,,925240,Cpl.,Cpl.,W. Smith
5,179,799,1050,836,A40542,A.-Sergt...,Sergt.,A. McLay
5,1602,821,2597,857,,,,,441005,Sergt.,Sergt.,V. W. Mitchell
5,191,852,1173,891,926046,L.Cpl. ...,Lieut.,W. J. Ferguson
5,1584,876,2644,909,,,,,1018003,Pte.,Pte.,"E. B. Bloomfield,"
5,195,906,1067,944,174568,Cpl.,Sergt.,B. Fraser
5,1585,929,2505,965,,,,,1018123,A.-L.-Cpl.,A.-L.-Cpl.,J. H. Coker
5,192,962,1076,992,449115,Pte.,Pte.,W. Dilbey
5,1607,982,2473,1019,,,,,150474,Sergt.,Sergt.,W. C. Lee
5,192,1016,1097,1046,908082,Pte.,Pte.,\V. Elliott
5,1597,1036,2584,1072,,,,,A40697,Pte.,At-Cpl. ...,W. C. Davidson
5,192,1070,1073,1099,925157,Pte.,Pte.,F. Mayeur
5,1604,1090,2515,1120,,,,,888339,Pte.,Pte.,E. WlLMOTT
5,192,1123,1041,1153,907068,Pte.,Pte.,M.Stark
5,1604,1144,2519,1179,,,,,267991,Cpl.,Cpl.,M. C. Exter
5,191,1177,1163,1213,436680,Sergt.,C.S.M. ..,J. McWilliams
5,1603,1196,2433,1233,,,,,441285,L.-Sergt. ...,L.-Sergt....,W. Low
5,193,1231,1071,1266,104240,Pte.,Cpl.,S. Fowler
5,1603,1250,2503,1281,,,,,461395,Pie.,Pte.,E. C. Mills
5,216,1285,1188,1322,13544,Cpl.,Sergt.,E. H. Scammell
5,1603,1304,2459,1341,,,,,925930,Cpl.,Cpl.,A. LaBay
5,191,1338,1058,1375,887932,Pte.,Pte.,J. H. Pass
5,1607,1358,2490,1389,,,,,105999,C.S.M. ...,C.S.M. ...,S. H. Cook
5,215,1392,1034,1429,13420,L.-Sergt...,L.-Sergt. ..,S. Clark
5,1602,1412,2502,1442,,,,,440293,Pte.,Pte.,B. H. Shaw
5,189,1450,1092,1481,440622,Pte.,Pte.,G. Welham
5,1602,1470,2467,1507,,,,,466198,Sergt.,Sergt.,J. Rennie
5,190,1510,1062,1547,925626,Cpl.,Sergt.,E. Strate
5,1606,1530,2519,1566,,,,,104365,L.-Sergt....,Sergt.,A. Williams
5,1604,1589,2500,1620,,,,,267393,Pte.,Pte.,L. Tetlock
5,193,1597,1063,1633,174572,Pte.,L.-Cpl. ..,J. Gorman
5,194,1649,2467,1691,147467,Pte.,Cpl.,T. J. Miller,A40549,A.-L.-Cpl.,A.-L.-C.pl.,A. Mackie
5,190,1710,2511,1746,935059,Pte.,Pte.,W. Hodgson,424070,Cpl.,Cpl.,J. A. Whyte
5,191,1769,2426,1808,888237,Pte.,Pte.,J. S. Perry,886443,Sergt.,Sergt.,J. Ellis
6,325,1025,1806,1062,,Sergt. ... A. C.S.M.,P. L. Kingsi.ey.
